name,street,city,state,zip,website,phone,source
Taste of Earth,108 Wheat Rd,Buena,NJ,8310,https://tasteofearth.co/,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabis Place,1544 John F. Kennedy Blvd,Jersey City,NJ,7305,https://thecannabisplace.org/,(844) 420-1542,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Dispensary of Saddle Brook,225 US-46,Saddle Brook,NJ,7663,https://dispensaryofsaddlebrook.com/,(201) 250-8282,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Frosted Nug at Red Bank,22 Bridge Ave,Red Bank,NJ,7701,https://frostednug.com/red-bank-dispensary,(848) 878-1110,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
"The Goods Supply Co. Victory Gardens, LLC",330 S Salem St,Dover,NJ,7801,https://shop.thegoodssupply.co/dover/about-us,(908) 936-5077,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Healing Side,2415 Pacific Ave,Atlantic City,NJ,8401,https://thehealingside.com/,(609) 727-0280,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Honorable Plant,123 Bay Ave,Highlands,NJ,7732,https://honorableplant.com/,(732) 334-6545,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Jersey Joint Dispensary,7-11 State St,Glassboro,NJ,8028,https://www.jerseyjointdispensary.com/age-gate,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Leaf and Seed Dispensary,328 White Horse Pike Unit L,Clementon,NJ,8021,https://www.theleafandseednj.com/,(609) 682-3510,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Library of New Jersey,1-3 Washington St,West Orange,NJ,7052,https://thelibrarynj.com/,(201) 463-9998,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Medicine Woman,660 Tonnelle Ave,Jersey City,NJ,7307,https://www.themedicinewoman.com/pages/store-jersey-city,(562) 262-9585,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Other Side Dispensary,36 Congress St,Jersey City,NJ,7307,https://www.hobokengirl.com/cannabis-dispensary-jersey-city-nj-the-other-side,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Social Leaf,334 Atlantic City Blvd,Toms River,NJ,8757,https://thesocialleaf.com/,(732) 358-6800,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The THC Shop,1740 Atlantic Ave,Atlantic City,NJ,8401,https://ourthcshop.com/,(844) 732-2465,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Wildflower Market,1810 Wayside Rd suite a,Eatontown,NJ,7724,https://thewildflowernj.com/shop,(732) 705-7550,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Timber 5,695 Hamilton St,Somerset,NJ,8873,https://timber5.com/,(732) 444-2002,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Township Green,15-17 E Scott St,Riverside,NJ,8075,https://townshipgreen.com/,(856) 544-3065,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Tree House Co-Op Dispensary,326 NJ-73,Voorhees Township,NJ,8043,https://thcvoorhees.com/,(856) 925-0420,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Treeotics,467 Lyons Ave,Newark,NJ,7112,https://treeotics.com/,(848) 236-7816,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Twisted Hat Cannabis,515 Shell Rd,Carneys Point,NJ,8069,https://cart.twistedhatcannabis.com/,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Uforia Dispensary,138 Griffith St,Jersey City,NJ,7307,https://uforiadispensary.com/,(201) 420-9333,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Uma Flowers,100 Ridgedale Ave,Morristown,NJ,7960,https://www.umaflowers.co/location/uma-flowers-morristown-nj,(978) 925-9220,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Union Chill,204 N Union St,Lambertville,NJ,8530,https://unionchillco.com/,(609) 483-2350,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Unity Rd. Cannabis Shop,441 Elizabeth Ave,Somerset,NJ,8873,https://www.unity-rd.com/,(732) 412-7210,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Urge,941 Elizabeth Ave,Elizabeth,NJ,7201,https://urgenj.com/,(908) 936-1100,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Vigor Dispensary,1082 NJ-34,Matawan,NJ,7747,https://vigordispensary.com/,(732) 510-0400,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Village Hoboken,516 Washington St,Hoboken,NJ,7030,https://thevillagebrands.com/location/hoboken-nj,(201) 238-2451,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Voltaire NJ,47 Mill St,Mt Holly,NJ,8060,https://shopvoltaire.com/,(609) 702-5520,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
West Orange Wellness,26 S Valley Rd,West Orange,NJ,7052,https://wowdispensary.com/,(862) 420-0420,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Woodbury Wellness,818 N Broad St,Woodbury,NJ,8096,https://www.woodburywellnessdispensary.com/,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Xena NJ,759a Bergen Ave,Jersey City,NJ,7305,https://xenanj.com/,(201) 421-5000,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zacate,"Millside Shopping Center II, 4037 US-130",Delran,NJ,8075,https://zacate.co/,(856) 200-3225,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf Mount Holly,600 High St,Mt Holly,NJ,8060,https://zenleafdispensaries.com/locations/mt-holly,(609) 676-9770,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Apothecarium Dispensary,55 S Main St,Phillipsburg,NJ,8865,https://shop.apothecarium.com/phillipsburg/recreational,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Apothecarium Dispensary,1865 Springfield Ave,Maplewood,NJ,7040,https://shop.apothecarium.com/maplewood/recreational,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Apothecarium Dispensary,200 NJ-17,Lodi,NJ,7644,https://shop.apothecarium.com/lodi/recreational,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ascend,325 NJ-15,Wharton,NJ,7885,https://letsascend.com/locations/new-jersey/wharton,(973) 786-1810,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ascend,461-469 West St,Fort Lee,NJ,7024,https://letsascend.com/locations/new-jersey/fort-lee,(973) 200-7696,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ascend,174 NJ-17,Rochelle Park,NJ,7662,https://letsascend.com/locations/new-jersey/rochelle-park,(973) 370-3150,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Aunt Mary's Dispensary,100 Reaville Ave,Flemington,NJ,8822,https://auntmarysnj.co/,(908) 257-0421,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ayr Wellness,950 US-1,Woodbridge,NJ,7095,https://ayrdispensaries.com/new-jersey/woodbridge-medical,(848) 999-2005,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ayr Wellness,59 Main St,Eatontown,NJ,7724,https://ayrdispensaries.com/new-jersey/eatontown-medical,(848) 999-2005,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ayr Wellness,2536 US-22,Union,NJ,7083,https://ayrdispensaries.com/new-jersey/union-medical,(848) 999-2005,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
BLOC,1075 Easton Ave,Somerset,NJ,8873,https://blocdispensary.com/location/somerset-nj,(732) 790-5899,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
BLOC,501 US-9,Waretown,NJ,8758,https://blocdispensary.com/location/waretown-nj,(973) 494-8550,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
BLOC,1761 N Olden Ave,Ewing Township,NJ,8638,https://blocdispensary.com/location/ewing-nj-rec,(973) 494-8499,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Breakwater,2 Corporate Dr,East Windsor,NJ,8512,https://www.breakwateratc.com/,(732) 703-7300,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Breakwater,154 Westfield Ave W,Roselle Park,NJ,7204,https://www.breakwateratc.com/,(732) 703-7300,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Brute's Roots,6206 Black Horse Pike,Egg Harbor Township,NJ,8234,https://brutesroots.com/,(609) 867-6112,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Curaleaf,191 US-130,Bordentown,NJ,8505,https://curaleaf.com/age-gate,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Curaleaf,4237 US-130,Edgewater Park,NJ,8010,https://curaleaf.com/age-gate,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Curaleaf,640 Creek Rd,Bellmawr,NJ,8031,https://curaleaf.com/age-gate,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Design 710,112 Park Pl,Atlantic City,NJ,8401,https://design710.com/,(609) 964-7420,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Downtown FLWR,141 Newark Ave,Jersey City,NJ,7302,https://downtownflwr.com/,(201) 351-4048,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Eastern Green,78 NJ-73,Voorhees Township,NJ,8043,https://easterngreendispensary.com/,(856) 205-3257,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Garfield Gardens Dispensary,517 River Dr,Garfield,NJ,7026,https://gardensdispensary.com/locations/garfield-nj,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Holistic Solutions,451 White Horse Pike,Atco,NJ,8004,https://myholisticsolutions.com/,(856) 270-7067,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
HoneyGrove,1337 Blackwood-Clementon Rd,Clementon,NJ,8021,https://honeygrovedispensary.com/,(732) 395-2444,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Illicit Gardens Dispensary Secaucus,30 Wood Ave,Secaucus,NJ,7094,https://illicitgardens.com/stores/illicit-gardens-cannabis-dispensary-secaucus-nj,(732) 714-4037,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Monmouth Wellness & Healing (Formerly NJ Leaf),546 Park Ave,Freehold,NJ,7728,https://njleaf.com/location/freehold-nj,(201) 574-8060,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Monteverde NJ,45 Bridge Ave,Red Bank,NJ,7701,https://monteverdenj.com/,(732) 704-4575,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MPX NJ,153 S New York Ave,Atlantic City,NJ,8401,https://mpxnj.com/cannabis-dispensary-atlantic-city,(609) 616-7770,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MPX NJ,5035 Central Hwy,Pennsauken Township,NJ,8109,https://mpxnj.com/cannabis-dispensary-pennsauken-township,(848) 820-5060,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MPX NJ,581 Berlin - Cross Keys Rd,Sicklerville,NJ,8081,https://mpxnj.com/cannabis-dispensary-gloucester-township,(609) 616-7770,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
NJ Leaf North Brunswick (Formerly Garden State Botanicals),1345 US-1,North Brunswick Township,NJ,8902,https://njleaf.com/location/north-brunswick-township-nj,(201) 574-8060,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Restore NJ,300 William Dalton Dr,Glassboro,NJ,8028,https://restoredispensaries.com/locations/glassboro,(856) 652-8001,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RIPT,220 Broadway,Jersey City,NJ,7306,https://www.riptdispensary.com/,(201) 267-0701,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RISE,145 Rte 4,Paramus,NJ,7652,https://risecannabis.com/dispensaries/new-jersey/paramus,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RISE,196 3rd Ave 3 c,Paterson,NJ,7514,https://risecannabis.com/dispensaries/new-jersey/paterson,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RISE,26-48 Bloomfield Ave,Bloomfield,NJ,7003,https://risecannabis.com/dispensaries/new-jersey/bloomfield,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Roots Dispensary,4402 US-130,Willingboro,NJ,8046,https://nationwidedispensaries.com/new-jersey/willingboro-roots-cannabis-4402-us-130-cannabis-dispensary,(609) 232-2722,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sanctuary Cannabis,2581 US-22,Scotch Plains,NJ,7076,https://www.sanctuarymed.com/near-me/new-jersey-cannabis-dispensary/scotch-plains-nj-cannabis-dispensary,(201) 326-0174,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
SilverLeaf Wellness,1743 NJ-27,Somerset,NJ,8873,https://silverleafnj.com/,(732) 655-9842,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sweet Spot,903 White Horse Rd,Voorhees Township,NJ,8043,https://sweetspotfarms.com/,(802) 871-5895,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Botanist,2090 N Black Horse Pike,Williamstown,NJ,8094,https://shopbotanist.com/locations/williamstown-dispensary,(856) 478-3530,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Botanist,35 W Crescent Blvd,Collingswood,NJ,8108,https://shopbotanist.com/locations/collingswood-dispensary,(856) 477-0012,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Botanist,100 Century Dr,Egg Harbor Township,NJ,8234,https://shopbotanist.com/locations/egg-harbor-township-dispensary,(609) 277-7547,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabist,4476 Black Horse Pike Suite 2,Mays Landing,NJ,8330,https://www.gocannabist.com/stores/new-jersey/mays-landing,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabist,1062 N Delsea Dr,Vineland,NJ,8360,https://www.gocannabist.com/stores/new-jersey/vineland,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabist,1692 Clements Bridge Rd,Deptford,NJ,8096,https://www.gocannabist.com/stores/new-jersey/deptford,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Station,86 River St,Hoboken,NJ,7030,https://www.thestationhoboken.com/,(201) 876-2950,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Theo A. Cannabis,3059 NJ-27 unit 104,Franklin Park,NJ,8823,https://njtheo.com/,(732) 835-4345,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Theory Wellness,461 New York Ave,Trenton,NJ,8638,https://theorywellness.org/new-jersey-dispensary/trenton-medical-cannabis-dispensary,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Toke Lane Cannabis Dispensary,226 S Broad St,Trenton,NJ,8608,https://thecannabiscloset.com/2025/04/07/coming-soon-your-premium-cannabis-experience-at-toke-lane-dispensary,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
URB’N Dispensary,378 South St,Newark,NJ,7105,https://urbndispensary.com/home,(973) 200-0618,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Valley Wellness,407 US-202,Raritan,NJ,8869,https://shop.valleywellnessnj.com/raritan,(908) 429-6680,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf,NJ-66,Neptune Township,NJ,,https://zenleafdispensaries.com/locations/neptune,(732) 466-1203,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf,117 Spring St,Elizabeth,NJ,7201,https://zenleafdispensaries.com/locations/elizabeth,(908) 409-9810,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Zen Leaf,3256 Brunswick Pike,Lawrence Township,NJ,8648,https://zenleafdispensaries.com/locations/lawrence,(609) 557-9825,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
